---------------------------------------------------------------------------------------------------
Date: 8/11/2026 -- 17:06:42 (uptime: 0d, 00h 00m 08s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 338
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:32:06 (uptime: 0d, 00h 56m 27s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 136325
capture.afpacket.poll_timeout                                | Total                     | 134816
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
flow.icmpv6                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 13
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 43
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 339
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:32:14 (uptime: 0d, 00h 56m 35s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 136684
capture.afpacket.poll_timeout                                | Total                     | 135175
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
flow.icmpv6                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 13
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 43
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 340
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:32:22 (uptime: 0d, 00h 56m 43s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 136923
capture.afpacket.poll_timeout                                | Total                     | 135414
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
flow.icmpv6                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 13
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 43
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 341
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:32:30 (uptime: 0d, 00h 56m 51s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 137283
capture.afpacket.poll_timeout                                | Total                     | 135774
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
flow.icmpv6                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 13
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 43
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 342
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:32:38 (uptime: 0d, 00h 56m 59s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 137642
capture.afpacket.poll_timeout                                | Total                     | 136133
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
flow.icmpv6                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 13
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 43
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 343
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:32:46 (uptime: 0d, 00h 57m 07s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 137881
capture.afpacket.poll_timeout                                | Total                     | 136372
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
flow.icmpv6                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 13
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 43
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 343
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:32:54 (uptime: 0d, 00h 57m 15s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 138241
capture.afpacket.poll_timeout                                | Total                     | 136732
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
flow.icmpv6                                                  | Total                     | 1
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 13
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted_needs_work                            | Total                     | 43
flow.wrk.flows_evicted_pkt_inject                            | Total                     | 43
flow.wrk.flows_injected                                      | Total                     | 43
tcp.sessions                                                 | Total                     | 1128
tcp.ssn_from_cache                                           | Total                     | 40
tcp.ssn_from_pool                                            | Total                     | 1088
tcp.segment_from_cache                                       | Total                     | 51
tcp.segment_from_pool                                        | Total                     | 40
detect.alert                                                 | Total                     | 11
detect.alerts_suppressed                                     | Total                     | 1125
app_layer.flow.http                                          | Total                     | 24
app_layer.tx.http                                            | Total                     | 50
flow.end.state.new                                           | Total                     | 1
flow.end.state.closed                                        | Total                     | 1128
flow.end.tcp_state.closed                                    | Total                     | 1128
flow.mgr.full_hash_pass                                      | Total                     | 344
flow.mgr.rows_per_sec                                        | Total                     | 6553
flow.spare                                                   | Total                     | 10986
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 2378
flow.mgr.flows_notimeout                                     | Total                     | 1249
flow.mgr.flows_timeout                                       | Total                     | 1129
flow.mgr.flows_evicted                                       | Total                     | 1129
flow.mgr.flows_evicted_needs_work                            | Total                     | 43
memcap_pressure                                              | Total                     | 5
memcap_pressure_max                                          | Total                     | 5
flow.recycler.recycled                                       | Total                     | 1086
flow.recycler.queue_max                                      | Total                     | 145
tcp.memuse                                                   | Total                     | 2490368
tcp.reassembly_memuse                                        | Total                     | 458752
flow.memuse                                                  | Total                     | 7599104
---------------------------------------------------------------------------------------------------
Date: 8/13/2026 -- 19:33:02 (uptime: 0d, 00h 57m 23s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
capture.kernel_packets                                       | Total                     | 2682
capture.afpacket.busy_loop_avg                               | Total                     | 1
capture.afpacket.polls                                       | Total                     | 138600
capture.afpacket.poll_timeout                                | Total                     | 137091
capture.afpacket.poll_data                                   | Total                     | 1509
decoder.pkts                                                 | Total                     | 2682
decoder.bytes                                                | Total                     | 179322
decoder.ipv4                                                 | Total                     | 2650
decoder.ipv6                                                 | Total                     | 4
decoder.ethernet                                             | Total                     | 2682
decoder.arp                                                  | Total                     | 28
decoder.tcp                                                  | Total                     | 2650
tcp.syn                                                      | Total                     | 1128
tcp.synack                                                   | Total                     | 67
tcp.rst                                                      | Total                     | 1104
decoder.icmpv6                                               | Total                     | 4
decoder.avg_pkt_size                                         | Total                     | 66
decoder.max_pkt_size                                         | Total                     | 217
flow.total                                                   | Total                     | 1129
flow.tcp                                                     | Total                     | 1128
